step,hour,day,total_energy,avg_energy
85,13,3,1815.5085547945207,4.880399340845486
86,14,3,2048.5685547945204,5.506904717189571
87,15,3,2048.5685547945204,5.506904717189571
88,16,3,2306.7685547945207,6.200990738694948
89,17,3,2306.7685547945207,6.200990738694948
90,18,3,2306.7685547945207,6.200990738694948
91,19,3,2306.7685547945207,6.200990738694948
92,20,3,2306.7685547945207,6.200990738694948
93,21,3,2306.7685547945207,6.200990738694948
94,22,3,2306.7685547945207,6.200990738694948
95,23,3,2306.7685547945207,6.200990738694948
96,0,4,2306.7685547945207,6.200990738694948
97,1,4,2306.7685547945207,6.200990738694948
98,2,4,2306.7685547945207,6.200990738694948
99,3,4,2306.7685547945207,6.200990738694948
100,4,4,2306.7685547945207,6.200990738694948
101,5,4,2306.7685547945207,6.200990738694948
102,6,4,2073.7085547945208,5.574485362350862
103,7,4,2073.7085547945208,5.574485362350862
104,8,4,1815.5085547945207,4.880399340845486
105,9,4,1815.5085547945207,4.880399340845486
106,10,4,1815.5085547945207,4.880399340845486
107,11,4,1815.5085547945207,4.880399340845486
108,12,4,1815.5085547945207,4.880399340845486
109,13,4,1815.5085547945207,4.880399340845486
110,14,4,2048.5685547945204,5.506904717189571
111,15,4,2048.5685547945204,5.506904717189571
112,16,4,2306.7685547945207,6.200990738694948
113,17,4,2306.7685547945207,6.200990738694948
114,18,4,2306.7685547945207,6.200990738694948
115,19,4,2306.7685547945207,6.200990738694948
116,20,4,2306.7685547945207,6.200990738694948
117,21,4,2306.7685547945207,6.200990738694948
118,22,4,2306.7685547945207,6.200990738694948
119,23,4,2306.7685547945207,6.200990738694948
120,0,5,2306.7685547945207,6.200990738694948
121,1,5,2306.7685547945207,6.200990738694948
122,2,5,2306.7685547945207,6.200990738694948
123,3,5,2306.7685547945207,6.200990738694948
124,4,5,2306.7685547945207,6.200990738694948
125,5,5,2306.7685547945207,6.200990738694948
126,6,5,2073.7085547945208,5.574485362350862
127,7,5,2073.7085547945208,5.574485362350862
128,8,5,1815.5085547945207,4.880399340845486
129,9,5,1815.5085547945207,4.880399340845486
130,10,5,1815.5085547945207,4.880399340845486
131,11,5,1815.5085547945207,4.880399340845486
132,12,5,1815.5085547945207,4.880399340845486
133,13,5,1815.5085547945207,4.880399340845486
134,14,5,2048.5685547945204,5.506904717189571
135,15,5,2048.5685547945204,5.506904717189571
136,16,5,2306.7685547945207,6.200990738694948
137,17,5,2306.7685547945207,6.200990738694948
138,18,5,2306.7685547945207,6.200990738694948
139,19,5,2306.7685547945207,6.200990738694948
140,20,5,2306.7685547945207,6.200990738694948
141,21,5,2306.7685547945207,6.200990738694948
142,22,5,2306.7685547945207,6.200990738694948
143,23,5,2306.7685547945207,6.200990738694948
144,0,6,2306.7685547945207,6.200990738694948
145,1,6,2306.7685547945207,6.200990738694948
146,2,6,2306.7685547945207,6.200990738694948
147,3,6,2306.7685547945207,6.200990738694948
148,4,6,2306.7685547945207,6.200990738694948
149,5,6,2306.7685547945207,6.200990738694948
150,6,6,2073.7085547945208,5.574485362350862
151,7,6,2073.7085547945208,5.574485362350862
152,8,6,1815.5085547945207,4.880399340845486
153,9,6,1815.5085547945207,4.880399340845486
154,10,6,1815.5085547945207,4.880399340845486
155,11,6,1815.5085547945207,4.880399340845486
156,12,6,1815.5085547945207,4.880399340845486
157,13,6,1815.5085547945207,4.880399340845486
158,14,6,2048.5685547945204,5.506904717189571
159,15,6,2048.5685547945204,5.506904717189571
160,16,6,2306.7685547945207,6.200990738694948
161,17,6,2306.7685547945207,6.200990738694948
162,18,6,2306.7685547945207,6.200990738694948
163,19,6,2306.7685547945207,6.200990738694948
164,20,6,2306.7685547945207,6.200990738694948
165,21,6,2306.7685547945207,6.200990738694948
166,22,6,2306.7685547945207,6.200990738694948
167,23,6,2306.7685547945207,6.200990738694948
168,0,7,2306.7685547945207,6.200990738694948
169,1,7,2306.7685547945207,6.200990738694948
170,2,7,2306.7685547945207,6.200990738694948
171,3,7,2306.7685547945207,6.200990738694948
172,4,7,2306.7685547945207,6.200990738694948
173,5,7,2306.7685547945207,6.200990738694948
174,6,7,2073.7085547945208,5.574485362350862
175,7,7,2073.7085547945208,5.574485362350862
176,8,7,1815.5085547945207,4.880399340845486
177,9,7,1815.5085547945207,4.880399340845486
178,10,7,1815.5085547945207,4.880399340845486
179,11,7,1815.5085547945207,4.880399340845486
180,12,7,1815.5085547945207,4.880399340845486
181,13,7,1815.5085547945207,4.880399340845486
182,14,7,2048.5685547945204,5.506904717189571
183,15,7,2048.5685547945204,5.506904717189571
184,16,7,2306.7685547945207,6.200990738694948
185,17,7,2306.7685547945207,6.200990738694948
186,18,7,2306.7685547945207,6.200990738694948
187,19,7,2306.7685547945207,6.200990738694948
188,20,7,2306.7685547945207,6.200990738694948
189,21,7,2306.7685547945207,6.200990738694948
190,22,7,2306.7685547945207,6.200990738694948
191,23,7,2306.7685547945207,6.200990738694948
192,0,8,2306.7685547945207,6.200990738694948
193,1,8,2306.7685547945207,6.200990738694948
194,2,8,2306.7685547945207,6.200990738694948
195,3,8,2306.7685547945207,6.200990738694948
196,4,8,2306.7685547945207,6.200990738694948
197,5,8,2306.7685547945207,6.200990738694948
198,6,8,2073.7085547945208,5.574485362350862
199,7,8,2073.7085547945208,5.574485362350862
200,8,8,1815.5085547945207,4.880399340845486
201,9,8,1815.5085547945207,4.880399340845486
202,10,8,1815.5085547945207,4.880399340845486
203,11,8,1815.5085547945207,4.880399340845486
204,12,8,1815.5085547945207,4.880399340845486
205,13,8,1815.5085547945207,4.880399340845486
206,14,8,2048.5685547945204,5.506904717189571
207,15,8,2048.5685547945204,5.506904717189571
208,16,8,2306.7685547945207,6.200990738694948
209,17,8,2306.7685547945207,6.200990738694948
210,18,8,2306.7685547945207,6.200990738694948
211,19,8,2306.7685547945207,6.200990738694948
212,20,8,2306.7685547945207,6.200990738694948
213,21,8,2306.7685547945207,6.200990738694948
214,22,8,2306.7685547945207,6.200990738694948
215,23,8,2306.7685547945207,6.200990738694948
216,0,9,2306.7685547945207,6.200990738694948
217,1,9,2306.7685547945207,6.200990738694948
218,2,9,2306.7685547945207,6.200990738694948
219,3,9,2306.7685547945207,6.200990738694948
220,4,9,2306.7685547945207,6.200990738694948
221,5,9,2306.7685547945207,6.200990738694948
222,6,9,2073.7085547945208,5.574485362350862
223,7,9,2073.7085547945208,5.574485362350862
224,8,9,1815.5085547945207,4.880399340845486
225,9,9,1815.5085547945207,4.880399340845486
226,10,9,1815.5085547945207,4.880399340845486
227,11,9,1815.5085547945207,4.880399340845486
228,12,9,1815.5085547945207,4.880399340845486
229,13,9,1815.5085547945207,4.880399340845486
230,14,9,2048.5685547945204,5.506904717189571
231,15,9,2048.5685547945204,5.506904717189571
232,16,9,2306.7685547945207,6.200990738694948
233,17,9,2306.7685547945207,6.200990738694948
234,18,9,2306.7685547945207,6.200990738694948
235,19,9,2306.7685547945207,6.200990738694948
236,20,9,2306.7685547945207,6.200990738694948
237,21,9,2306.7685547945207,6.200990738694948
238,22,9,2306.7685547945207,6.200990738694948
239,23,9,2306.7685547945207,6.200990738694948
240,0,10,2306.7685547945207,6.200990738694948
241,1,10,2306.7685547945207,6.200990738694948
242,2,10,2306.7685547945207,6.200990738694948
243,3,10,2306.7685547945207,6.200990738694948
244,4,10,2306.7685547945207,6.200990738694948
245,5,10,2306.7685547945207,6.200990738694948
246,6,10,2073.7085547945208,5.574485362350862
247,7,10,2073.7085547945208,5.574485362350862
248,8,10,1815.5085547945207,4.880399340845486
249,9,10,1815.5085547945207,4.880399340845486
250,10,10,1815.5085547945207,4.880399340845486
251,11,10,1815.5085547945207,4.880399340845486
252,12,10,1815.5085547945207,4.880399340845486
253,13,10,1815.5085547945207,4.880399340845486
254,14,10,2048.5685547945204,5.506904717189571
255,15,10,2048.5685547945204,5.506904717189571
256,16,10,2306.7685547945207,6.200990738694948
257,17,10,2306.7685547945207,6.200990738694948
258,18,10,2306.7685547945207,6.200990738694948
259,19,10,2306.7685547945207,6.200990738694948
260,20,10,2306.7685547945207,6.200990738694948
261,21,10,2306.7685547945207,6.200990738694948
262,22,10,2306.7685547945207,6.200990738694948
263,23,10,2306.7685547945207,6.200990738694948
264,0,11,2306.7685547945207,6.200990738694948
265,1,11,2306.7685547945207,6.200990738694948
266,2,11,2306.7685547945207,6.200990738694948
267,3,11,2306.7685547945207,6.200990738694948
268,4,11,2306.7685547945207,6.200990738694948
269,5,11,2306.7685547945207,6.200990738694948
270,6,11,2073.7085547945208,5.574485362350862
271,7,11,2073.7085547945208,5.574485362350862
272,8,11,1815.5085547945207,4.880399340845486
273,9,11,1815.5085547945207,4.880399340845486
274,10,11,1815.5085547945207,4.880399340845486
275,11,11,1815.5085547945207,4.880399340845486
276,12,11,1815.5085547945207,4.880399340845486
277,13,11,1815.5085547945207,4.880399340845486
278,14,11,2048.5685547945204,5.506904717189571
279,15,11,2048.5685547945204,5.506904717189571
280,16,11,2306.7685547945207,6.200990738694948
281,17,11,2306.7685547945207,6.200990738694948
282,18,11,2306.7685547945207,6.200990738694948
283,19,11,2306.7685547945207,6.200990738694948
284,20,11,2306.7685547945207,6.200990738694948
285,21,11,2306.7685547945207,6.200990738694948
286,22,11,2306.7685547945207,6.200990738694948
287,23,11,2306.7685547945207,6.200990738694948
288,0,12,2306.7685547945207,6.200990738694948
289,1,12,2306.7685547945207,6.200990738694948
290,2,12,2306.7685547945207,6.200990738694948
291,3,12,2306.7685547945207,6.200990738694948
292,4,12,2306.7685547945207,6.200990738694948
293,5,12,2306.7685547945207,6.200990738694948
294,6,12,2073.7085547945208,5.574485362350862
295,7,12,2073.7085547945208,5.574485362350862
296,8,12,1815.5085547945207,4.880399340845486
297,9,12,1815.5085547945207,4.880399340845486
298,10,12,1815.5085547945207,4.880399340845486
299,11,12,1815.5085547945207,4.880399340845486
300,12,12,1815.5085547945207,4.880399340845486
301,13,12,1815.5085547945207,4.880399340845486
302,14,12,2048.5685547945204,5.506904717189571
303,15,12,2048.5685547945204,5.506904717189571
304,16,12,2306.7685547945207,6.200990738694948
305,17,12,2306.7685547945207,6.200990738694948
306,18,12,2306.7685547945207,6.200990738694948
307,19,12,2306.7685547945207,6.200990738694948
308,20,12,2306.7685547945207,6.200990738694948
309,21,12,2306.7685547945207,6.200990738694948
310,22,12,2306.7685547945207,6.200990738694948
311,23,12,2306.7685547945207,6.200990738694948
312,0,13,2306.7685547945207,6.200990738694948
313,1,13,2306.7685547945207,6.200990738694948
314,2,13,2306.7685547945207,6.200990738694948
315,3,13,2306.7685547945207,6.200990738694948
316,4,13,2306.7685547945207,6.200990738694948
317,5,13,2306.7685547945207,6.200990738694948
318,6,13,2073.7085547945208,5.574485362350862
319,7,13,2073.7085547945208,5.574485362350862
320,8,13,1815.5085547945207,4.880399340845486
321,9,13,1815.5085547945207,4.880399340845486
322,10,13,1815.5085547945207,4.880399340845486
323,11,13,1815.5085547945207,4.880399340845486
324,12,13,1815.5085547945207,4.880399340845486
325,13,13,1815.5085547945207,4.880399340845486
326,14,13,2048.5685547945204,5.506904717189571
327,15,13,2048.5685547945204,5.506904717189571
328,16,13,2306.7685547945207,6.200990738694948
329,17,13,2306.7685547945207,6.200990738694948
330,18,13,2306.7685547945207,6.200990738694948
331,19,13,2306.7685547945207,6.200990738694948
332,20,13,2306.7685547945207,6.200990738694948
333,21,13,2306.7685547945207,6.200990738694948
334,22,13,2306.7685547945207,6.200990738694948
335,23,13,2306.7685547945207,6.200990738694948
336,0,14,2306.7685547945207,6.200990738694948
337,1,14,2306.7685547945207,6.200990738694948
338,2,14,2306.7685547945207,6.200990738694948
339,3,14,2306.7685547945207,6.200990738694948
340,4,14,2306.7685547945207,6.200990738694948
341,5,14,2306.7685547945207,6.200990738694948
342,6,14,2073.7085547945208,5.574485362350862
343,7,14,2073.7085547945208,5.574485362350862
344,8,14,1815.5085547945207,4.880399340845486
345,9,14,1815.5085547945207,4.880399340845486
346,10,14,1815.5085547945207,4.880399340845486
347,11,14,1815.5085547945207,4.880399340845486
348,12,14,1815.5085547945207,4.880399340845486
349,13,14,1815.5085547945207,4.880399340845486
350,14,14,2048.5685547945204,5.506904717189571
351,15,14,2048.5685547945204,5.506904717189571
352,16,14,2306.7685547945207,6.200990738694948
353,17,14,2306.7685547945207,6.200990738694948
354,18,14,2306.7685547945207,6.200990738694948
355,19,14,2306.7685547945207,6.200990738694948
356,20,14,2306.7685547945207,6.200990738694948
357,21,14,2306.7685547945207,6.200990738694948
358,22,14,2306.7685547945207,6.200990738694948
359,23,14,2306.7685547945207,6.200990738694948
360,0,15,2306.7685547945207,6.200990738694948
361,1,15,2306.7685547945207,6.200990738694948
362,2,15,2306.7685547945207,6.200990738694948
363,3,15,2306.7685547945207,6.200990738694948
364,4,15,2306.7685547945207,6.200990738694948
365,5,15,2306.7685547945207,6.200990738694948
366,6,15,2073.7085547945208,5.574485362350862
367,7,15,2073.7085547945208,5.574485362350862
368,8,15,1815.5085547945207,4.880399340845486
369,9,15,1815.5085547945207,4.880399340845486
370,10,15,1815.5085547945207,4.880399340845486
371,11,15,1815.5085547945207,4.880399340845486
372,12,15,1815.5085547945207,4.880399340845486
373,13,15,1815.5085547945207,4.880399340845486
374,14,15,2048.5685547945204,5.506904717189571
375,15,15,2048.5685547945204,5.506904717189571
376,16,15,2306.7685547945207,6.200990738694948
377,17,15,2306.7685547945207,6.200990738694948
378,18,15,2306.7685547945207,6.200990738694948
379,19,15,2306.7685547945207,6.200990738694948
380,20,15,2306.7685547945207,6.200990738694948
381,21,15,2306.7685547945207,6.200990738694948
382,22,15,2306.7685547945207,6.200990738694948
383,23,15,2306.7685547945207,6.200990738694948
384,0,16,2306.7685547945207,6.200990738694948
385,1,16,2306.7685547945207,6.200990738694948
386,2,16,2306.7685547945207,6.200990738694948
387,3,16,2306.7685547945207,6.200990738694948
388,4,16,2306.7685547945207,6.200990738694948
389,5,16,2306.7685547945207,6.200990738694948
390,6,16,2073.7085547945208,5.574485362350862
391,7,16,2073.7085547945208,5.574485362350862
392,8,16,1815.5085547945207,4.880399340845486
393,9,16,1815.5085547945207,4.880399340845486
394,10,16,1815.5085547945207,4.880399340845486
395,11,16,1815.5085547945207,4.880399340845486
396,12,16,1815.5085547945207,4.880399340845486
397,13,16,1815.5085547945207,4.880399340845486
398,14,16,2048.5685547945204,5.506904717189571
399,15,16,2048.5685547945204,5.506904717189571
400,16,16,2306.7685547945207,6.200990738694948
401,17,16,2306.7685547945207,6.200990738694948
402,18,16,2306.7685547945207,6.200990738694948
403,19,16,2306.7685547945207,6.200990738694948
404,20,16,2306.7685547945207,6.200990738694948
405,21,16,2306.7685547945207,6.200990738694948
406,22,16,2306.7685547945207,6.200990738694948
407,23,16,2306.7685547945207,6.200990738694948
408,0,17,2306.7685547945207,6.200990738694948
409,1,17,2306.7685547945207,6.200990738694948
410,2,17,2306.7685547945207,6.200990738694948
411,3,17,2306.7685547945207,6.200990738694948
412,4,17,2306.7685547945207,6.200990738694948
413,5,17,2306.7685547945207,6.200990738694948
414,6,17,2073.7085547945208,5.574485362350862
415,7,17,2073.7085547945208,5.574485362350862
416,8,17,1815.5085547945207,4.880399340845486
417,9,17,1815.5085547945207,4.880399340845486
418,10,17,1815.5085547945207,4.880399340845486
419,11,17,1815.5085547945207,4.880399340845486
420,12,17,1815.5085547945207,4.880399340845486
421,13,17,1815.5085547945207,4.880399340845486
422,14,17,2048.5685547945204,5.506904717189571
423,15,17,2048.5685547945204,5.506904717189571
424,16,17,2306.7685547945207,6.200990738694948
425,17,17,2306.7685547945207,6.200990738694948
426,18,17,2306.7685547945207,6.200990738694948
427,19,17,2306.7685547945207,6.200990738694948
428,20,17,2306.7685547945207,6.200990738694948
429,21,17,2306.7685547945207,6.200990738694948
430,22,17,2306.7685547945207,6.200990738694948
431,23,17,2306.7685547945207,6.200990738694948
432,0,18,2306.7685547945207,6.200990738694948
433,1,18,2306.7685547945207,6.200990738694948
434,2,18,2306.7685547945207,6.200990738694948
435,3,18,2306.7685547945207,6.200990738694948
436,4,18,2306.7685547945207,6.200990738694948
437,5,18,2306.7685547945207,6.200990738694948
438,6,18,2073.7085547945208,5.574485362350862
439,7,18,2073.7085547945208,5.574485362350862
440,8,18,1815.5085547945207,4.880399340845486
441,9,18,1815.5085547945207,4.880399340845486
442,10,18,1815.5085547945207,4.880399340845486
443,11,18,1815.5085547945207,4.880399340845486
444,12,18,1815.5085547945207,4.880399340845486
445,13,18,1815.5085547945207,4.880399340845486
446,14,18,2048.5685547945204,5.506904717189571
447,15,18,2048.5685547945204,5.506904717189571
448,16,18,2306.7685547945207,6.200990738694948
449,17,18,2306.7685547945207,6.200990738694948
450,18,18,2306.7685547945207,6.200990738694948
451,19,18,2306.7685547945207,6.200990738694948
452,20,18,2306.7685547945207,6.200990738694948
453,21,18,2306.7685547945207,6.200990738694948
454,22,18,2306.7685547945207,6.200990738694948
455,23,18,2306.7685547945207,6.200990738694948
456,0,19,2306.7685547945207,6.200990738694948
457,1,19,2306.7685547945207,6.200990738694948
458,2,19,2306.7685547945207,6.200990738694948
459,3,19,2306.7685547945207,6.200990738694948
460,4,19,2306.7685547945207,6.200990738694948
461,5,19,2306.7685547945207,6.200990738694948
462,6,19,2073.7085547945208,5.574485362350862
463,7,19,2073.7085547945208,5.574485362350862
464,8,19,1815.5085547945207,4.880399340845486
465,9,19,1815.5085547945207,4.880399340845486
466,10,19,1815.5085547945207,4.880399340845486
467,11,19,1815.5085547945207,4.880399340845486
468,12,19,1815.5085547945207,4.880399340845486
469,13,19,1815.5085547945207,4.880399340845486
470,14,19,2048.5685547945204,5.506904717189571
471,15,19,2048.5685547945204,5.506904717189571
472,16,19,2306.7685547945207,6.200990738694948
473,17,19,2306.7685547945207,6.200990738694948
474,18,19,2306.7685547945207,6.200990738694948
475,19,19,2306.7685547945207,6.200990738694948
476,20,19,2306.7685547945207,6.200990738694948
477,21,19,2306.7685547945207,6.200990738694948
478,22,19,2306.7685547945207,6.200990738694948
479,23,19,2306.7685547945207,6.200990738694948
480,0,20,2306.7685547945207,6.200990738694948
481,1,20,2306.7685547945207,6.200990738694948
482,2,20,2306.7685547945207,6.200990738694948
483,3,20,2306.7685547945207,6.200990738694948
484,4,20,2306.7685547945207,6.200990738694948
485,5,20,2306.7685547945207,6.200990738694948
486,6,20,2073.7085547945208,5.574485362350862
487,7,20,2073.7085547945208,5.574485362350862
488,8,20,1815.5085547945207,4.880399340845486
489,9,20,1815.5085547945207,4.880399340845486
490,10,20,1815.5085547945207,4.880399340845486
491,11,20,1815.5085547945207,4.880399340845486
492,12,20,1815.5085547945207,4.880399340845486
493,13,20,1815.5085547945207,4.880399340845486
494,14,20,2048.5685547945204,5.506904717189571
495,15,20,2048.5685547945204,5.506904717189571
496,16,20,2306.7685547945207,6.200990738694948
497,17,20,2306.7685547945207,6.200990738694948
498,18,20,2306.7685547945207,6.200990738694948
499,19,20,2306.7685547945207,6.200990738694948
500,20,20,2306.7685547945207,6.200990738694948
501,21,20,2306.7685547945207,6.200990738694948
502,22,20,2306.7685547945207,6.200990738694948
503,23,20,2306.7685547945207,6.200990738694948
504,0,21,2306.7685547945207,6.200990738694948
505,1,21,2306.7685547945207,6.200990738694948
506,2,21,2306.7685547945207,6.200990738694948
507,3,21,2306.7685547945207,6.200990738694948
508,4,21,2306.7685547945207,6.200990738694948
509,5,21,2306.7685547945207,6.200990738694948
510,6,21,2073.7085547945208,5.574485362350862
511,7,21,2073.7085547945208,5.574485362350862
512,8,21,1815.5085547945207,4.880399340845486
513,9,21,1815.5085547945207,4.880399340845486
514,10,21,1815.5085547945207,4.880399340845486
515,11,21,1815.5085547945207,4.880399340845486
516,12,21,1815.5085547945207,4.880399340845486
517,13,21,1815.5085547945207,4.880399340845486
518,14,21,2048.5685547945204,5.506904717189571
519,15,21,2048.5685547945204,5.506904717189571
520,16,21,2306.7685547945207,6.200990738694948
521,17,21,2306.7685547945207,6.200990738694948
522,18,21,2306.7685547945207,6.200990738694948
523,19,21,2306.7685547945207,6.200990738694948
524,20,21,2306.7685547945207,6.200990738694948
525,21,21,2306.7685547945207,6.200990738694948
526,22,21,2306.7685547945207,6.200990738694948
527,23,21,2306.7685547945207,6.200990738694948
528,0,22,2306.7685547945207,6.200990738694948
529,1,22,2306.7685547945207,6.200990738694948
530,2,22,2306.7685547945207,6.200990738694948
531,3,22,2306.7685547945207,6.200990738694948
532,4,22,2306.7685547945207,6.200990738694948
533,5,22,2306.7685547945207,6.200990738694948
534,6,22,2073.7085547945208,5.574485362350862
535,7,22,2073.7085547945208,5.574485362350862
536,8,22,1815.5085547945207,4.880399340845486
537,9,22,1815.5085547945207,4.880399340845486
538,10,22,1815.5085547945207,4.880399340845486
539,11,22,1815.5085547945207,4.880399340845486
540,12,22,1815.5085547945207,4.880399340845486
541,13,22,1815.5085547945207,4.880399340845486
542,14,22,2048.5685547945204,5.506904717189571
543,15,22,2048.5685547945204,5.506904717189571
544,16,22,2306.7685547945207,6.200990738694948
545,17,22,2306.7685547945207,6.200990738694948
546,18,22,2306.7685547945207,6.200990738694948
547,19,22,2306.7685547945207,6.200990738694948
548,20,22,2306.7685547945207,6.200990738694948
549,21,22,2306.7685547945207,6.200990738694948
550,22,22,2306.7685547945207,6.200990738694948
551,23,22,2306.7685547945207,6.200990738694948
