step,hour,day,total_energy,avg_energy
0,0,0,2306.7685547945207,6.200990738694948
1,1,0,2306.7685547945207,6.200990738694948
2,2,0,2306.7685547945207,6.200990738694948
3,3,0,2306.7685547945207,6.200990738694948
4,4,0,2306.7685547945207,6.200990738694948
5,5,0,2306.7685547945207,6.200990738694948
6,6,0,2073.7085547945208,5.574485362350862
7,7,0,2073.7085547945208,5.574485362350862
8,8,0,1815.5085547945207,4.880399340845486
9,9,0,1815.5085547945207,4.880399340845486
10,10,0,1815.5085547945207,4.880399340845486
11,11,0,1815.5085547945207,4.880399340845486
12,12,0,1815.5085547945207,4.880399340845486
13,13,0,1815.5085547945207,4.880399340845486
14,14,0,2048.5685547945204,5.506904717189571
15,15,0,2048.5685547945204,5.506904717189571
16,16,0,2306.7685547945207,6.200990738694948
17,17,0,2306.7685547945207,6.200990738694948
18,18,0,2306.7685547945207,6.200990738694948
19,19,0,2306.7685547945207,6.200990738694948
20,20,0,2306.7685547945207,6.200990738694948
21,21,0,2306.7685547945207,6.200990738694948
22,22,0,2306.7685547945207,6.200990738694948
23,23,0,2306.7685547945207,6.200990738694948
24,0,1,2306.7685547945207,6.200990738694948
25,1,1,2306.7685547945207,6.200990738694948
26,2,1,2306.7685547945207,6.200990738694948
27,3,1,2306.7685547945207,6.200990738694948
28,4,1,2306.7685547945207,6.200990738694948
29,5,1,2306.7685547945207,6.200990738694948
30,6,1,2073.7085547945208,5.574485362350862
31,7,1,2073.7085547945208,5.574485362350862
32,8,1,1815.5085547945207,4.880399340845486
33,9,1,1815.5085547945207,4.880399340845486
34,10,1,1815.5085547945207,4.880399340845486
35,11,1,1815.5085547945207,4.880399340845486
36,12,1,1815.5085547945207,4.880399340845486
37,13,1,1815.5085547945207,4.880399340845486
38,14,1,2048.5685547945204,5.506904717189571
39,15,1,2048.5685547945204,5.506904717189571
40,16,1,2306.7685547945207,6.200990738694948
41,17,1,2306.7685547945207,6.200990738694948
42,18,1,2306.7685547945207,6.200990738694948
43,19,1,2306.7685547945207,6.200990738694948
44,20,1,2306.7685547945207,6.200990738694948
45,21,1,2306.7685547945207,6.200990738694948
46,22,1,2306.7685547945207,6.200990738694948
47,23,1,2306.7685547945207,6.200990738694948
48,0,2,2306.7685547945207,6.200990738694948
49,1,2,2306.7685547945207,6.200990738694948
50,2,2,2306.7685547945207,6.200990738694948
51,3,2,2306.7685547945207,6.200990738694948
52,4,2,2306.7685547945207,6.200990738694948
53,5,2,2306.7685547945207,6.200990738694948
54,6,2,2073.7085547945208,5.574485362350862
55,7,2,2073.7085547945208,5.574485362350862
56,8,2,1815.5085547945207,4.880399340845486
57,9,2,1815.5085547945207,4.880399340845486
58,10,2,1815.5085547945207,4.880399340845486
59,11,2,1815.5085547945207,4.880399340845486
60,12,2,1815.5085547945207,4.880399340845486
61,13,2,1815.5085547945207,4.880399340845486
62,14,2,2048.5685547945204,5.506904717189571
63,15,2,2048.5685547945204,5.506904717189571
64,16,2,2306.7685547945207,6.200990738694948
65,17,2,2306.7685547945207,6.200990738694948
66,18,2,2306.7685547945207,6.200990738694948
67,19,2,2306.7685547945207,6.200990738694948
68,20,2,2306.7685547945207,6.200990738694948
69,21,2,2306.7685547945207,6.200990738694948
70,22,2,2306.7685547945207,6.200990738694948
71,23,2,2306.7685547945207,6.200990738694948
72,0,3,2306.7685547945207,6.200990738694948
73,1,3,2306.7685547945207,6.200990738694948
74,2,3,2306.7685547945207,6.200990738694948
75,3,3,2306.7685547945207,6.200990738694948
76,4,3,2306.7685547945207,6.200990738694948
77,5,3,2306.7685547945207,6.200990738694948
78,6,3,2073.7085547945208,5.574485362350862
79,7,3,2073.7085547945208,5.574485362350862
80,8,3,1815.5085547945207,4.880399340845486
81,9,3,1815.5085547945207,4.880399340845486
82,10,3,1815.5085547945207,4.880399340845486
83,11,3,1815.5085547945207,4.880399340845486
84,12,3,1815.5085547945207,4.880399340845486
